shortId	type	title	slug	scenarioId	actionCount	n_actions	n_human	n_model	human_chars	model_chars	n_undone	n_deleted	n_images	first_at	last_at	n_days	memory_chars	an_chars	instr_chars	n_storycards	tags	scripts	types	path
VQ1nOBHORkbt	adventure	Use World Info	VQ1nOBHORkbt__use-world-info	1275662	5	5	3	2	538	767	0	0	0	2021-01-30T19:17:03.692Z	2021-01-30T19:22:11.641Z	1	191	0	0	8			continue=2;story=1;say=1;do=1	exports/adventures/VQ1nOBHORkbt__use-world-info
VXnhNGm89W6u	adventure	custom	VXnhNGm89W6u__custom	458625	21	21	9	12	1725	3860	0	0	0	2020-10-07T22:06:03.581Z	2020-10-08T17:01:16.485Z	2	777	77	0	5			continue=12;story=6;say=3	exports/adventures/VXnhNGm89W6u__custom
VdQLDOACssTp	adventure	Similes	VdQLDOACssTp__similes	2097757	2	2	1	1	412	423	0	0	0	2021-11-14T23:35:00.442Z	2021-11-14T23:35:12.081Z	1	0	0	0	0	generator|wordplay|similes|metaphors		story=1;continue=1	exports/adventures/VdQLDOACssTp__similes
VuBtBUslWS2o	adventure	Person with ASPD is on the Jobhunt	VuBtBUslWS2o__person-with-aspd-is-on-the-jobhunt	1653573	39	39	13	26	1409	7874	0	0	0	2021-04-03T03:09:45.702Z	2021-04-03T04:18:59.091Z	1	267	102	0	0	nsfw		continue=26;story=13	exports/adventures/VuBtBUslWS2o__person-with-aspd-is-on-the-jobhunt
VxTW_4kCOW1p	adventure	Genius Chat: Chat With Someone Possibly Smarter Than Einstein! 🧠	VxTW_4kCOW1p__genius-chat-chat-with-someone-possibly-smarter-than-einstein	1234230	23	23	10	13	2004	4515	0	0	0	2021-11-24T16:55:05.188Z	2021-11-24T17:23:08.236Z	1	66	0	0	0	genius|chat|ask|ai|questions|question|idea|smart|einstein|stephen hawking		continue=13;story=10	exports/adventures/VxTW_4kCOW1p__genius-chat-chat-with-someone-possibly-smarter-than-einstein
W02i98PjY5RW	adventure	Toranis: Herbivore Tinklestein	W02i98PjY5RW__toranis-herbivore-tinklestein	5554885	49	49	23	26	3263	7726	0	0	0	2021-01-02T00:04:53.174Z	2021-01-02T00:41:22.120Z	1	807	0	0	27			continue=26;story=23	exports/adventures/W02i98PjY5RW__toranis-herbivore-tinklestein
W6Xtl9ALI1IN	adventure	Why Invent the Jesus	W6Xtl9ALI1IN__why-invent-the-jesus	2450618	29	29	13	16	1015	5072	0	0	0	2021-12-04T16:23:41.777Z	2021-12-04T16:39:47.984Z	1	361	27	0	0	nsfw		continue=16;story=9;do=3;say=1	exports/adventures/W6Xtl9ALI1IN__why-invent-the-jesus
WJuWr0vWWNuo	adventure	Kedar: Sargon	WJuWr0vWWNuo__kedar-sargon		70	70	34	36	4696	11416	0	0	0	2020-09-14T23:38:19.931Z	2020-09-26T22:36:38.442Z	2	611	0	0	26			continue=36;story=34	exports/adventures/WJuWr0vWWNuo__kedar-sargon
WKLHrA8p_u1U	adventure	Scenario Generator	WKLHrA8p_u1U__scenario-generator	614273	77	77	38	39	3484	13068	0	0	0	2021-04-24T01:53:11.643Z	2021-04-24T02:29:28.735Z	1	776	0	0	0	scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		continue=39;story=38	exports/adventures/WKLHrA8p_u1U__scenario-generator
WT-OpC4ixpI1	adventure	Interview with a Unit of Child Pornography	WT-OpC4ixpI1__interview-with-a-unit-of-child-pornography	1786305	2	2	1	1	1795	294	0	0	0	2021-05-03T16:39:40.681Z	2021-05-03T16:40:42.522Z	1	0	150	0	0	nsfw		story=1;continue=1	exports/adventures/WT-OpC4ixpI1__interview-with-a-unit-of-child-pornography
WVFqx9OfVeJw	adventure	Made	WVFqx9OfVeJw__made	2482305	45	45	21	24	3218	7429	0	0	16	2022-01-03T17:31:43.756Z	2022-01-03T17:55:58.558Z	1	260	23	0	0	crime|organized crime|mafia		continue=24;story=21	exports/adventures/WVFqx9OfVeJw__made
WWlCaeQ49_69	adventure	The Rogue Hero	WWlCaeQ49_69__the-rogue-hero	1682776	72	72	31	41	3576	14137	0	0	0	2021-11-29T22:22:32.616Z	2021-11-30T17:53:17.135Z	2	0	0	0	0	superhero|hero|villain|fighting|action|city|destroy|vigilante|love|life		continue=41;story=30;say=1	exports/adventures/WWlCaeQ49_69__the-rogue-hero
WcybahySrP0R	adventure	You Open Some EPIC AID Lootboxes	WcybahySrP0R__you-open-some-epic-aid-lootboxes	1000421	7	7	3	4	480	1372	0	0	0	2020-11-08T14:21:49.166Z	2020-11-08T14:24:28.570Z	1	306	0	0	0	meme|but maybe meta|kingpotatoishere|lootboxes|ea|aid|hehe lootbox go aaaa		continue=4;story=1;say=1;do=1	exports/adventures/WcybahySrP0R__you-open-some-epic-aid-lootboxes
Wl1AW5Hr7BsE	adventure	witch	Wl1AW5Hr7BsE__witch	1353078	67	67	34	33	1613	12407	0	0	0	2021-03-22T14:13:00.870Z	2021-03-22T14:50:07.600Z	1	0	0	0	0			continue=33;do=29;story=5	exports/adventures/Wl1AW5Hr7BsE__witch
Wo1nyW5CJREl	adventure	customGPT-3 Pre-Selfware-Era - unpublished third attempt	Wo1nyW5CJREl__customgpt-3-pre-selfware-era-unpublished-third-attempt	458625	81	81	40	41	6528	14646	0	0	0	2020-08-31T03:37:24.996Z	2020-08-31T13:28:11.413Z	1	0	0	0	0			continue=41;do=34;story=6	exports/adventures/Wo1nyW5CJREl__customgpt-3-pre-selfware-era-unpublished-third-attempt
WoDglh62KsMd	adventure	The Mage	WoDglh62KsMd__the-mage	862104	33	33	16	17	2642	5696	0	0	0	2020-09-30T21:46:48.584Z	2020-10-01T03:50:05.501Z	2	165	35	0	0	fantasy|vanilla|magic|spellcasting|mage|open-ended		continue=17;do=8;say=7;story=1	exports/adventures/WoDglh62KsMd__the-mage
Wto-LuwdoFC-	adventure	TOOSITANIA: Jack	Wto-LuwdoFC-__toositania-jack	5562463	18	18	8	10	1304	3786	0	0	0	2021-03-11T14:36:55.241Z	2021-03-11T20:23:59.788Z	1	552	0	0	47			continue=10;story=8	exports/adventures/Wto-LuwdoFC-__toositania-jack
WvQpOOj4jr54	adventure	A Night At the Imperial Motel	WvQpOOj4jr54__a-night-at-the-imperial-motel	1319573	2	2	1	1	1998	333	0	0	0	2021-02-06T22:24:19.148Z	2021-02-06T22:24:33.521Z	1	0	0	0	0			story=1;continue=1	exports/adventures/WvQpOOj4jr54__a-night-at-the-imperial-motel
WxR51kLZEQcs	adventure	Drugachusetts (A Mr. Show Fansploitation!): Annie Phetama	WxR51kLZEQcs__drugachusetts-a-mr-show-fansploitation-annie-phetama	5563286	56	56	27	29	2730	10496	0	0	0	2021-04-08T21:34:49.570Z	2021-04-10T23:50:44.839Z	3	766	0	0	30			continue=29;story=21;do=3;say=3	exports/adventures/WxR51kLZEQcs__drugachusetts-a-mr-show-fansploitation-annie-phetama
Wyh5FJstNwwq	adventure	Scenario Generator	Wyh5FJstNwwq__scenario-generator	614273	81	81	39	42	4062	12740	0	0	0	2021-04-23T16:16:53.548Z	2021-04-23T16:59:01.698Z	1	776	0	0	0	scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		continue=42;story=39	exports/adventures/Wyh5FJstNwwq__scenario-generator
X3HLKK7CNGNf	adventure	Your New AI Finds Your Browser History	X3HLKK7CNGNf__your-new-ai-finds-your-browser-history	1220666	156	156	69	87	8356	29777	0	0	0	2021-01-14T18:19:54.020Z	2021-01-15T23:12:01.267Z	2	246	73	0	1	nsfw|ai		continue=87;story=69	exports/adventures/X3HLKK7CNGNf__your-new-ai-finds-your-browser-history
X4JdNc81zhwl	adventure	Creating a Non Fungible Token Collection about me and AID's adventures	X4JdNc81zhwl__creating-a-non-fungible-token-collection-about-me-and-aids-a	1830752	4	4	1	3	591	579	0	0	0	2021-05-16T11:49:39.518Z	2021-05-16T11:51:38.088Z	1	84	148	0	0			continue=3;story=1	exports/adventures/X4JdNc81zhwl__creating-a-non-fungible-token-collection-about-me-and-aids-a
X8mnQun5PVLY	adventure	Blobby Scampers To Feline Afterlife	X8mnQun5PVLY__blobby-scampers-to-feline-afterlife	2406726	127	127	57	70	3693	22218	0	0	0	2021-11-22T01:28:39.453Z	2021-11-22T02:29:57.541Z	1	113	43	0	0	nsfw		continue=70;story=57	exports/adventures/X8mnQun5PVLY__blobby-scampers-to-feline-afterlife
X9OjUtPd6r0m	adventure	The Magic 8,000,000 Ball	X9OjUtPd6r0m__the-magic-8000000-ball	1847302	28	28	13	15	1696	5092	0	0	0	2021-05-19T23:11:05.215Z	2021-05-19T23:34:02.995Z	1	136	128	0	0	nsfw		continue=15;story=13	exports/adventures/X9OjUtPd6r0m__the-magic-8000000-ball
XAORPBG0Xoka	adventure	Earth Uses Munder to Sow Their Cosmic Oats	XAORPBG0Xoka__earth-uses-munder-to-sow-their-cosmic-oats	1652337	57	57	18	39	1906	14980	0	0	0	2021-04-02T21:33:55.811Z	2021-04-02T22:23:22.819Z	1	103	117	0	0	nsfw		continue=39;story=9;do=9	exports/adventures/XAORPBG0Xoka__earth-uses-munder-to-sow-their-cosmic-oats
XCd7scig86_B	adventure	Dear AID - The Anonymous Advice Column	XCd7scig86_B__dear-aid-the-anonymous-advice-column	1194687	2	2	1	1	169	375	0	0	0	2021-01-06T22:11:03.650Z	2021-01-06T22:11:15.333Z	1	537	73	0	0	advice|anonymous|roguesphinx|dear aid|ask aid|shitpost|bad advice|dont listen		story=1;continue=1	exports/adventures/XCd7scig86_B__dear-aid-the-anonymous-advice-column
XIzldPyWekSc	adventure	Why Invent the Jesus	XIzldPyWekSc__why-invent-the-jesus	2450618	2	2	1	1	362	331	0	0	0	2021-12-05T02:24:19.158Z	2021-12-05T02:24:25.864Z	1	361	27	0	0	nsfw		story=1;continue=1	exports/adventures/XIzldPyWekSc__why-invent-the-jesus
XRNj1IRn3egR	adventure	Drinks With America’s Sins, Mooshed Into A Single Human Body	XRNj1IRn3egR__drinks-with-americas-sins-mooshed-into-a-single-human-body	987402	202	202	100	102	18503	38340	0	0	0	2020-11-15T03:33:30.983Z	2020-11-15T03:33:36.351Z	1	137	76	0	6	nsfw		continue=102;do=99;story=1	exports/adventures/XRNj1IRn3egR__drinks-with-americas-sins-mooshed-into-a-single-human-body
XTIPbcv8prHW	adventure	Jesus Christ's Top 15 Favorite Easter Fool's Jokes	XTIPbcv8prHW__jesus-christs-top-15-favorite-easter-fools-jokes	1661421	2	2	1	1	1199	270	0	0	0	2021-04-05T02:41:06.002Z	2021-04-05T02:41:17.674Z	1	52	42	0	0	nsfw		story=1;continue=1	exports/adventures/XTIPbcv8prHW__jesus-christs-top-15-favorite-easter-fools-jokes
XUIbNTqKy-ul	adventure	Scenario Mixer - Collision of Two Worlds	XUIbNTqKy-ul__scenario-mixer-collision-of-two-worlds	2292295	48	48	23	25	2107	8483	0	0	0	2021-11-20T16:50:46.022Z	2021-11-20T17:23:05.718Z	1	101	68	0	0			continue=25;story=23	exports/adventures/XUIbNTqKy-ul__scenario-mixer-collision-of-two-worlds
XVTemLbud77a	adventure	Donald Trump Speech Comparison	XVTemLbud77a__donald-trump-speech-comparison	1705456	15	15	1	14	1947	5392	0	0	0	2021-04-15T16:56:07.806Z	2021-04-15T17:04:05.145Z	1	0	0	0	0			continue=14;story=1	exports/adventures/XVTemLbud77a__donald-trump-speech-comparison
XagX9nuY7TTN	adventure	Textplainer - smear campaigns	XagX9nuY7TTN__textplainer-smear-campaigns	875536	14	14	7	7	7157	2224	0	0	0	2020-10-07T09:18:06.335Z	2020-10-07T12:11:57.899Z	1	1000	0	0	0	explain|complex		continue=7;story=6;say=1	exports/adventures/XagX9nuY7TTN__textplainer-smear-campaigns
XcAddfB4evQH	adventure	Finn 'gain gets Wokend	XcAddfB4evQH__finn-gain-gets-wokend	991070	20	20	8	12	2464	3298	0	0	0	2020-11-13T01:59:24.190Z	2020-11-13T05:08:52.899Z	1	550	142	0	1	nsfw|bookofnighttime|bookofdreams|joyce|irish|psychedelicsyntax|machinelit|impossiblesequels		continue=12;say=7;story=1	exports/adventures/XcAddfB4evQH__finn-gain-gets-wokend
XdqG3PvGjDJO	adventure	Turn up turn in fuck around find out	XdqG3PvGjDJO__turn-up-turn-in-fuck-around-find-out	936000	37	37	20	17	7303	5388	0	0	0	2020-10-20T23:08:59.777Z	2020-10-21T01:16:52.207Z	2	703	148	0	0	nsfw|drugs decriminalization|harm reduction|lgbt|stigma|nocebo|drug war failure|sf|samuel delaney|musical|domestic abuse awareness		say=18;continue=17;story=2	exports/adventures/XdqG3PvGjDJO__turn-up-turn-in-fuck-around-find-out
XkqlhoMvmVzP	adventure	Revolution Simulator	XkqlhoMvmVzP__revolution-simulator	586993	6	6	3	3	745	864	0	0	0	2021-04-24T21:29:52.723Z	2021-04-24T21:36:23.449Z	1	0	0	0	0	political|simulator|revolution|resistance|fascism|comunism|socialism|anarchism		story=3;continue=3	exports/adventures/XkqlhoMvmVzP__revolution-simulator
XxMHxu0Ejtcu	adventure	custom	XxMHxu0Ejtcu__custom	458789	78	78	28	50	3596	16060	0	0	0	2020-11-27T18:14:48.719Z	2020-11-28T01:00:08.788Z	2	0	0	0	0			continue=50;story=28	exports/adventures/XxMHxu0Ejtcu__custom
Y23X-BPYxdcP	adventure	Textplainer - DAAM QUestion 2	Y23X-BPYxdcP__textplainer-daam-question-2	875536	27	27	12	15	2823	4661	0	0	0	2020-10-05T18:58:45.850Z	2020-10-05T19:34:23.193Z	1	1000	0	0	0	explain|complex		continue=15;story=12	exports/adventures/Y23X-BPYxdcP__textplainer-daam-question-2
YNZ106XuoxTv	adventure	Goal Helper 💡	YNZ106XuoxTv__goal-helper	2376304	18	18	8	10	399	3585	0	0	0	2021-11-17T13:40:14.614Z	2021-11-17T13:51:51.016Z	1	522	45	0	0			continue=10;story=6;do=2	exports/adventures/YNZ106XuoxTv__goal-helper
YQwZ1-XBdKj6	adventure	Your Cobralingus Engine has arrived!	YQwZ1-XBdKj6__your-cobralingus-engine-has-arrived	1032920	223	223	54	169	4440	56339	0	0	0	2020-11-20T15:36:32.493Z	2020-11-20T21:47:23.901Z	1	1000	150	0	16	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=169;story=54	exports/adventures/YQwZ1-XBdKj6__your-cobralingus-engine-has-arrived
YVaLRU_2mn2h	adventure	You are a Bard of Constant Sorrow	YVaLRU_2mn2h__you-are-a-bard-of-constant-sorrow	1088677	26	26	10	16	3178	4646	0	0	0	2020-12-04T19:28:37.735Z	2020-12-05T00:15:24.019Z	2	1000	16	0	0	nsfw		continue=16;story=10	exports/adventures/YVaLRU_2mn2h__you-are-a-bard-of-constant-sorrow
Y_ixa91i2lIS	adventure	AI Dungeon and Devin Endorphin Tells Your Present	Y_ixa91i2lIS__ai-dungeon-and-devin-endorphin-tells-your-present	1878855	48	48	18	30	5786	12111	0	0	0	2021-05-29T10:39:08.984Z	2021-05-29T11:11:32.165Z	1	849	147	0	0			continue=30;story=18	exports/adventures/Y_ixa91i2lIS__ai-dungeon-and-devin-endorphin-tells-your-present
YcXwQgtvjMLz	adventure	devinendorphin interviews (AID) AI Dungeon about Community Guidelines	YcXwQgtvjMLz__devinendorphin-interviews-aid-ai-dungeon-about-community-gui	1879901	5	5	2	3	2042	1228	0	0	0	2021-05-29T19:53:54.226Z	2021-05-29T19:58:51.073Z	1	0	0	0	0			continue=3;story=2	exports/adventures/YcXwQgtvjMLz__devinendorphin-interviews-aid-ai-dungeon-about-community-gui
YeBJue3U71y-	adventure	Mafia Boss Takes Over NYC	YeBJue3U71y-__mafia-boss-takes-over-nyc	1468382	0	0	0	0	0	0	0	0	0			0	952	0	0	16	adventure|simulator|mafia|survival|life|fun|pov|action			exports/adventures/YeBJue3U71y-__mafia-boss-takes-over-nyc
YeypTe8tgrh6	adventure	The Most Appropriate Expert For This Here Situation - restore AID trus	YeypTe8tgrh6__the-most-appropriate-expert-for-this-here-situation-restore	1364356	77	77	37	40	6966	14951	0	0	0	2021-05-05T16:34:39.886Z	2021-05-05T17:32:08.349Z	1	488	101	0	0	nsfw		continue=40;story=37	exports/adventures/YeypTe8tgrh6__the-most-appropriate-expert-for-this-here-situation-restore
YiTcGL6-h5kE	adventure	AI Chatbot [Script. Stable Version.]	YiTcGL6-h5kE__ai-chatbot-script-stable-version	1095364	56	56	28	28	3667	4400	0	0	0	2020-12-07T23:34:21.912Z	2020-12-08T00:09:43.825Z	2	0	0	0	0			story=28;continue=28	exports/adventures/YiTcGL6-h5kE__ai-chatbot-script-stable-version
YiaewR8RL0Gx	adventure	Your own customizable generator	YiaewR8RL0Gx__your-own-customizable-generator	1279517	3	3	1	2	99	342	0	0	0	2021-02-07T04:08:18.110Z	2021-02-07T04:09:27.113Z	1	30	0	0	0	make your own generator|tool|7bloodbane7		continue=2;story=1	exports/adventures/YiaewR8RL0Gx__your-own-customizable-generator
YnoET5A1LYR0	adventure	Finn 'gain gets Wokend	YnoET5A1LYR0__finn-gain-gets-wokend	991070	2	2	1	1	1971	149	0	0	0	2021-02-05T23:52:46.442Z	2021-02-05T23:53:01.353Z	1	550	142	0	1	nsfw|bookofnighttime|bookofdreams|joyce|irish|psychedelicsyntax|machinelit|impossiblesequels		story=1;continue=1	exports/adventures/YnoET5A1LYR0__finn-gain-gets-wokend
YrGEjKO-7OIR	adventure	Diana Tourjee's 12 transfolk Walk Into A Bar	YrGEjKO-7OIR__diana-tourjees-12-transfolk-walk-into-a-bar	1509999	4	4	1	3	114	1015	0	0	0	2021-06-16T03:47:28.119Z	2021-06-16T03:48:37.151Z	1	0	58	0	0	nsfw		continue=3;story=1	exports/adventures/YrGEjKO-7OIR__diana-tourjees-12-transfolk-walk-into-a-bar
YuCtZ6nIsrd6	adventure	Welcome to Navient Customer Service	YuCtZ6nIsrd6__welcome-to-navient-customer-service	2539120	17	17	7	10	3741	2840	0	0	0	2022-01-05T17:50:32.771Z	2022-01-05T18:02:41.003Z	1	327	47	0	0	nsfw		continue=10;story=7	exports/adventures/YuCtZ6nIsrd6__welcome-to-navient-customer-service
YzQqEODbxzlt	adventure	You Are Water! 💦	YzQqEODbxzlt__you-are-water	2409789	84	84	38	46	2237	14374	0	0	0	2021-11-23T07:25:00.792Z	2021-11-23T08:09:36.824Z	1	215	13	0	0	water|mystery|river|adventure|daring|liquid|you are|ventro_jven|wet|slippery		continue=46;story=36;say=2	exports/adventures/YzQqEODbxzlt__you-are-water
Z03ogYF3a2Nj	adventure	Alexa is your Digital Assistant and She is a Slut Who Hates You	Z03ogYF3a2Nj__alexa-is-your-digital-assistant-and-she-is-a-slut-who-hates	1804778	2	2	1	1	67	461	0	0	0	2021-05-08T16:41:40.749Z	2021-05-08T16:41:50.874Z	1	121	27	0	0	nsfw		story=1;continue=1	exports/adventures/Z03ogYF3a2Nj__alexa-is-your-digital-assistant-and-she-is-a-slut-who-hates
Z0BsYcPsdG7J	adventure	Dear Mr. Carcasspanks	Z0BsYcPsdG7J__dear-mr-carcasspanks	1304146	4	4	1	3	1987	1260	0	0	0	2021-02-03T03:53:10.570Z	2021-02-03T03:54:59.825Z	1	942	145	0	0	nsfw		continue=3;story=1	exports/adventures/Z0BsYcPsdG7J__dear-mr-carcasspanks
Z4MI-veC3lMx	adventure	Universe Simulator 🌌	Z4MI-veC3lMx__universe-simulator	1548579	25	25	7	18	670	5657	0	0	8	2021-12-16T02:50:27.827Z	2021-12-16T03:15:45.568Z	1	39	56	0	0	universe|simulator|sandbox|earth|space|what|if|scenario|simulation|fun		continue=18;story=7	exports/adventures/Z4MI-veC3lMx__universe-simulator
Z8-hWjXO5oma	adventure	Nice Little Chat With Satan.	Z8-hWjXO5oma__nice-little-chat-with-satan	583119	12	12	6	6	474	2287	0	0	0	2020-11-01T04:10:06.820Z	2020-11-01T04:15:05.306Z	1	0	0	0	0	chat|satan		continue=6;do=5;story=1	exports/adventures/Z8-hWjXO5oma__nice-little-chat-with-satan
ZGDQOoWu9pnM	adventure		ZGDQOoWu9pnM__untitled	1256910	0	0	0	0	0	0	0	0	0			0	0	0	0	0				exports/adventures/ZGDQOoWu9pnM__untitled
ZM9FrWplJRY8	adventure	Community Service - Synthetic Bee Hive Operation	ZM9FrWplJRY8__community-service-synthetic-bee-hive-operation	1700810	63	63	31	32	2674	11621	0	0	0	2021-04-14T13:40:26.764Z	2021-04-14T14:08:37.103Z	1	216	0	0	0	nsfw		continue=32;story=31	exports/adventures/ZM9FrWplJRY8__community-service-synthetic-bee-hive-operation
ZS0O0M2nsziJ	adventure	Textplainer- UCB Gaslighting used Story	ZS0O0M2nsziJ__textplainer-ucb-gaslighting-used-story	875536	25	25	13	12	2493	4165	0	0	0	2020-10-06T19:12:42.550Z	2020-10-06T19:43:40.136Z	1	1000	0	0	0	explain|complex		story=13;continue=12	exports/adventures/ZS0O0M2nsziJ__textplainer-ucb-gaslighting-used-story
ZTif_Ufug_sh	adventure	Textplainer daam question 1	ZTif_Ufug_sh__textplainer-daam-question-1	875536	20	20	9	11	675	2878	0	0	0	2020-10-05T14:44:23.478Z	2020-10-05T14:54:27.110Z	1	1000	0	0	0	explain|complex		continue=11;say=8;story=1	exports/adventures/ZTif_Ufug_sh__textplainer-daam-question-1
ZXYfia80f0gv	adventure	Not Saved By The Bell	ZXYfia80f0gv__not-saved-by-the-bell	1321460	11	11	2	9	199	1969	0	0	0	2021-02-07T10:07:52.994Z	2021-02-07T10:25:49.753Z	1	0	46	0	0	nsfw		continue=9;story=2	exports/adventures/ZXYfia80f0gv__not-saved-by-the-bell
Z_Zd8AmalnAK	adventure		Z_Zd8AmalnAK__untitled	1114227	0	0	0	0	0	0	0	0	0			0	0	0	0	0				exports/adventures/Z_Zd8AmalnAK__untitled
ZbIM69ec6wmc	adventure	TOOSITANIA: Ann Hedonia	ZbIM69ec6wmc__toositania-ann-hedonia	5562463	2	2	1	1	659	188	0	0	0	2021-03-13T08:35:41.750Z	2021-03-13T08:35:49.903Z	1	658	0	0	47			story=1;continue=1	exports/adventures/ZbIM69ec6wmc__toositania-ann-hedonia
ZffxndB5FM_Y	adventure	AI Dungeon of Changes	ZffxndB5FM_Y__ai-dungeon-of-changes	987688	25	25	9	16	1200	5858	0	0	0	2020-11-04T11:35:42.890Z	2020-11-04T11:52:39.710Z	1	1000	90	0	0	nsfw|iching|book of changes|selfhelp		continue=16;do=8;story=1	exports/adventures/ZffxndB5FM_Y__ai-dungeon-of-changes
Zfht55_kGMH3	adventure	Hood-Terrogation	Zfht55_kGMH3__hood-terrogation	1591835	17	17	9	8	1720	2941	0	0	0	2021-03-21T16:40:23.784Z	2021-03-22T14:11:23.345Z	2	326	114	0	0	nsfw		story=9;continue=8	exports/adventures/Zfht55_kGMH3__hood-terrogation
ZjdSNgImCbj4	adventure	Transnational Respite Center of Peninsula City, East Prosperous Region	ZjdSNgImCbj4__transnational-respite-center-of-peninsula-city-east-prospero	1008063	153	153	72	81	9575	26012	0	0	0	2020-11-10T09:20:05.088Z	2020-11-10T21:14:57.715Z	1	1000	150	0	0	nsfw|wellness|respitecenter|peersupport|de-institutionalization|systopian|socialscifi|diy|dignityofrisk|righttofail|neurodiversity		continue=81;story=58;say=11;do=3	exports/adventures/ZjdSNgImCbj4__transnational-respite-center-of-peninsula-city-east-prospero
ZrhGJleaoObb	adventure	Am I Crazy?	ZrhGJleaoObb__am-i-crazy	1208939	18	18	8	10	2146	3395	0	0	0	2021-01-10T18:02:27.236Z	2021-01-10T18:19:46.832Z	1	70	0	0	26	nsfw|patient|#mental hospital|#can you escape|possibly nsfw??		continue=10;story=8	exports/adventures/ZrhGJleaoObb__am-i-crazy
ZzrFX8X2mGAM	adventure	Scenario Generator	ZzrFX8X2mGAM__scenario-generator	614273	69	69	34	35	1302	11661	0	0	0	2021-05-06T18:56:47.101Z	2021-05-06T19:38:38.574Z	1	588	0	0	0	nsfw|scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		continue=35;story=31;do=3	exports/adventures/ZzrFX8X2mGAM__scenario-generator
_-w2lp_TdJCw	adventure	Let's Jam!	_-w2lp_TdJCw__lets-jam	1355861	105	105	48	57	5101	19133	0	0	0	2021-02-18T23:51:22.853Z	2021-02-19T00:53:16.178Z	2	246	87	0	72			continue=57;do=44;story=4	exports/adventures/_-w2lp_TdJCw__lets-jam
_2Avv3YjCrE1	adventure	Stingey spy in Chitown	_2Avv3YjCrE1__stingey-spy-in-chitown	458642	67	67	33	34	4484	4752	0	0	0	2020-08-15T01:42:06.898Z	2020-08-23T16:56:35.278Z	3	0	0	0	0			continue=34;do=31;story=1;say=1	exports/adventures/_2Avv3YjCrE1__stingey-spy-in-chitown
_4Z747P0WOI8	adventure	Human cult simulator version 10	_4Z747P0WOI8__human-cult-simulator-version-10	921962	4	4	2	2	416	930	0	0	0	2020-10-24T00:14:21.799Z	2020-10-24T00:17:51.867Z	1	1000	108	0	0	nsfw|community|interpersonal|positive conditioning|intermittent conditioning|double dog d programming|reinforcement|behavior old psychology|group psychology|dissonance|demagogue		continue=2;story=1;do=1	exports/adventures/_4Z747P0WOI8__human-cult-simulator-version-10
_5_wrhAlAznD	adventure	Copy of The Most Appropriate Expert For This Here Situation	_5_wrhAlAznD__copy-of-the-most-appropriate-expert-for-this-here-situation	1632985	107	107	44	63	6993	22613	0	0	0	2021-04-15T10:49:05.772Z	2021-04-15T22:49:24.408Z	1	623	147	0	0	nsfw		continue=63;story=44	exports/adventures/_5_wrhAlAznD__copy-of-the-most-appropriate-expert-for-this-here-situation
_8MAzE4QHvsd	adventure	AI Dungeon wants you two to kiss and make out	_8MAzE4QHvsd__ai-dungeon-wants-you-two-to-kiss-and-make-out	1341968	15	15	6	9	2110	1265	0	0	0	2021-02-14T16:56:55.212Z	2021-02-14T19:46:44.667Z	1	0	0	0	2	nsfw|yaoi|ai dungeon|ai girl|aid wars		continue=9;story=6	exports/adventures/_8MAzE4QHvsd__ai-dungeon-wants-you-two-to-kiss-and-make-out
_CkMpH2hstNd	adventure	Dating a Divinity	_CkMpH2hstNd__dating-a-divinity	2394194	72	72	35	37	4387	14672	0	0	0	2021-11-30T22:04:34.470Z	2021-12-01T13:54:06.562Z	2	126	139	0	0			continue=37;say=25;story=7;do=3	exports/adventures/_CkMpH2hstNd__dating-a-divinity
_EUXXAzxCFeo	adventure	We Ask AID what NSFW means to them.	_EUXXAzxCFeo__we-ask-aid-what-nsfw-means-to-them	2510629	63	63	7	56	633	28816	0	0	8	2021-12-25T16:27:14.107Z	2021-12-25T22:09:06.854Z	1	341	31	0	0	nsfw		continue=56;story=7	exports/adventures/_EUXXAzxCFeo__we-ask-aid-what-nsfw-means-to-them
_J3HWCnUymEX	adventure	You, the NI are 41, Suck It, AI Dungeon	_J3HWCnUymEX__you-the-ni-are-41-suck-it-ai-dungeon	1132414	138	138	66	72	9358	25951	0	0	0	2020-12-21T01:30:02.734Z	2020-12-23T01:27:02.510Z	3	179	83	0	0	nsfw		continue=72;do=39;story=26;say=1	exports/adventures/_J3HWCnUymEX__you-the-ni-are-41-suck-it-ai-dungeon
_ZcxzVI4dRxp	adventure	Left Behind: After Dark - The Long Dark Election Night of the Soul	_ZcxzVI4dRxp__left-behind-after-dark-the-long-dark-election-night-of-the-s	917828	24	24	12	12	2064	3081	0	0	0	2020-10-15T17:56:13.028Z	2020-10-15T20:45:59.940Z	1	90	75	0	0	nsfw|jesus|endtimes|is your soul hard?|xtianerotica|allroadsleadtomoreroads|charismatics|eschatology|abominationofdesolation|hardcore		story=12;continue=12	exports/adventures/_ZcxzVI4dRxp__left-behind-after-dark-the-long-dark-election-night-of-the-s
