lineages	stories	where	passage
2	1	both	doctors found the cause for all three cases related to exposure to a powerful synthetic narcotic known generically as ketamine. an intravenous sedative often used to relieve anxiety symptoms caused by chronic pain and depression associated with cancer treatment. however the drug had side effects that resulted in permanent nerve degeneration in many of its victims eventually destroying parts of critical neurological circuitry controlling involuntary reflexive actions. for example muscles in the limbs becoming unable to flexibly extend normally making simple gestures impossible, as well as diffi
2	1	both	independently and freely whenever desired. even with constant support from specially trained caretakers, families, friends, relatives, and neighbors the victims were rarely able to accomplish basic life sustaining activities alone. their physical and mental capacities continued deteriorating resulting in eventual loss of mobility and speech abilities forcing them to permanently reside within facilities constructed specifically for handling situations like this one involving paralysis where the elderly, chronically sick, disabled and injured are cared for indefinitely because their quality of l
2	1	both	this was accomplished using software programs developed for analyzing organic matter to reveal hidden structural flaws that otherwise lie dormant until they reach an advanced stage of dysfunction that causes irreparable harm and destroys neural tissues. the purpose is to locate the defective genes causing malfunction within neurons then isolate the specific gene responsible to correct errors within that specific strand of genetic material. in the majority of instances problems can be solved in this manner returning the patients back to almost complete health. but this method failed with these 
2	1	both	as soon as the images began focusing more efficiently and clearly doctors realized what lay concealed in their own minds, which included knowledge of their past experiences as well as future predictions of probable scenarios likely unfolding ahead. each thought came forth clearly, vividly and distinctly as though delivered directly into conscious awareness instead of existing only vaguely in subconscious shadows, dim echoes lost in murky darkness far below the surface of memory layers resting somewhere between dreamlands and fantasy lands located in unknown recesses of deep forgotten archives 
2	1	both	little further opportunity granted to make amends or seek redemption. everyone now knew their deepest secrets exposed to others for the world to see in plain sight. so a quick decision had to be made whether or not to continue living among humans or begin a different lifestyle elsewhere. but the truth still eludes most who try hard to comprehend how and why events took place as did, when everything went completely off track for everybody caught up inside, even including the ones whose minds experienced unexpected breakthroughs. the reason remains undecipherable but everyone knows the secret re
2	1	both	in severe retaliation, such as imprisonment. nevertheless some of his colleagues working with him claim they believe they recognize something odd lurking about him. but they are reluctant to voice anything aloud believing if the word got out somebody would pay a terrible price, probably executed in public with no explanation forthcoming for those who may find the answers. they don't understand why the government feels it necessary to protect someone possessing capabilities exceeding national security needs. what exactly goes on inside these secret labs, no one really understands although rumor
2	1	both	the base last year, when suddenly everything changed beyond imagination. and perhaps it happened gradually at first slowly infiltrating everyone's personal space invading the depths of unconsciousness reaching toward the core of existence, seeking a way into their psyche to invade and control every aspect of the mind and behavior leaving everyone trapped and bewitched under total domination. and worse yet, they feared the same phenomenon happening to others in ways unknown at present might also happen to them, which left everyone confused with nothing clear in their heads. except the certainty
2	1	both	if you want to live, stay close to me... the old man looked tired. wrinkled lines marked the sides of his mouth, which drooped sadly in disappointment as though struggling with the dilemma of having reached his goal only to learn reality didn't measure up to expectations held in youthful aspirations born during an era filled with endless possibilities stretching infinitely in all directions promising unlimited opportunities awaiting the daring to take advantage by seizing whatever destiny presented itself for claiming as their rightful prize for succeeding. the older generation believed they l
2	1	both	number of options available to people forced to work day after monotonous boring days surviving under extreme conditions. only to come face to face with stark realization they could neither return home nor go forward. instead remaining stuck forevermore imprisoned in this forsaken colony, cursed with limited resources, lack of modern technology, inferior education level for obtaining high paying jobs, no decent social status and few choices except either to accept their lot in life accepting their fate while praying god provides salvation somehow miraculously granting happiness to all inhabita
2	1	both	production manager entered monitoring system. pm: status. all: ok. pm: ready to proceed? all: yes sir. pm: standby for signal to begin recording. all: understood. the old man sat waiting anxiously observing activity occurring behind walls enclosing machinery operating silently. he watched closely watching workers entering carrying objects, placing them inside cubicles, moving around performing duties required. his gaze followed individuals passing before camera lenses focused intently upon faces scrutinized carefully reading body language and emotions revealed in expressions conveyed from subt
2	1	both	the door opened and several women wearing dark clothing walked inside bringing boxes and bags. the group gathered items from the truck placed them inside large cabinets along walls lining the outer edges, then turned and stood waiting motionless for instructions to perform assigned tasks. one stepped forward and approached an operator speaking softly in low whisper. worker 2: do we start now? pm: no i have to give them instructions to turn on power supply, press keys to activate cameras to record data. when you see green light shining, enter code numbers to initiate transmission process. then 
2	1	both	earlier because the woman always forgets important steps she learned to execute automatically following standard procedures designed to ensure precision results produced quickly producing reliable output. she does precisely what the computer tells her to do without asking questions to clarify meaning since it explains all necessary actions needed to achieve the final result in the format specified, saving much wasted energy and brain capacity. she's very good at her job understanding how everything works perfectly fine just the way she wants it, but sometimes doesn't follow detailed instructio
2	1	both	in response. therefore it seems obvious whoever programmed its programming lacks sufficient foresight considering the amount of mistakes made. but no mistake means nothing is broken only functioning properly as designed. so she performs her duties diligently adhering precisely to requirements of procedure, which allows workers like her to get by without wasting valuable time thinking too much, concentrating entirely upon execution rather than analysis slowing progress making her an extremely proficient professional highly skilled and productive, capable of accomplishing more in less time using
2	1	both	she believes bosses have a tendency to punish workers unfairly for failure in completing assigned tasks regardless of efforts invested simply to show displeasure. so worker #2 complies strictly to written regulations, never attempting to deviate for any reason since this is the safe and secure route guaranteeing advancement in corporate structure. however worker #2 fails to realize many times rules and regulations contain ambiguous language requiring interpretation allowing company leaders flexibility to exercise arbitrary control over employee actions using various loopholes exploiting grey a
2	1	human	*** neox: yeah, not my speed. i mean, it is, but not them. tv production and me don't play along. endorphin: that's okay, let's get burgers.
2	1	both	maybe later we'll check out one of the new bars, see if we like em better than clubs or malls. you should wear that cute shirt we bought together; looks pretty sharp with your black pants. neox: it was a gift for you anyway. just felt like buying you somethin special. cuz ya deserve it! plus you said it made u look hotter—so i guess it suits me too! right?! yep...yep..it's totally sexy, babe! gotta say. totally sexy. endorphin: well thanks hon, you really shouldn't have gone buyin stuff for yourself when it's for both of us, cuz next thing y'mean t'do is break our promise to share all the fun.
2	1	both	like we did on new year's day and easter...i feel sick again! my stomach hurts just thinking about thaaaaaaaat time we broke our resolution ta stick with each other instead o' running away wit those guys from college, even tho everybody told us we couldn't win cause those jocks were real big dudes! i dunno what came over us. was kinda crazy. meowmeoooow, huh??!!! ohhhh my goodness gracious!! look at the time...we gotta go baby doll. can't miss the movie 'cause they won't sell extra tickets till the theatre clears out, but theres some nice place down town with good food an a band n'all so...lem
2	1	both	okay. byeeee. endorphin: wait honey...you got plans for saturday? we still on fo sunday night? lemmie kno...we can plan that toooooo! (giggles) neox: i dunno if my folks wanna watch me go off somewhere, sooo maybe...(sighs loudly and pouts) endorphin: don't worry boo, imma handle everything for ya, so just sit tight and relax an leave it all up t'meee....(giggly giggle!)
2	1	both	howmuch? neox: lots! lol! endorphin: looks like the new advanced technology will do more for our infantry than mirai combat devices can!! we have a mirai-bound solution with high power rates on all sites! it works w/the easy sidewalks! now its time to take a stand. if you've got this new system you must use it at home tomorrow!! and be sure your child has them also!!! keep an eye on those grown men too!!!!
2	1	human	endorphin: you got it pudding buns. oh wait, we forgot what we were here for! neox: for what? endorphin: conjugal brunch at dokix's pirate barrel!
2	1	both	it's our favourite spot in porttown so we thought it be a perfect place tonite fer a celebratory date with friends! neox: wow. great idea sweetie. endorphin: ya, cuz i've been thinkin bout the whole wedding business and the future, ya know, an i was wonderin who will officiate our weddin ceremony, you see, because it's true marriage has religious and legal connotations attached soooo... neox: sweetie, i didn't bring mine. endorphin: oh!! sorry hun!! didja try walgreens or cvs or any other drug store nearby?? neox: not yet, haven't tried to find out how far we are from a pharmacy yet.
2	1	both	neox: save some for me sugahtits! endorphin: you got it pudding buns. oh wait, we forgot what we were here for! neox: for what? endorphin: conjugal brunch at dokix's pirate barrel! it's our favourite spot in porttown so we thought it be a perfect place tonite fer a celebratory date with friends! neox: wow. great idea sweetie. endorphin: ya, cuz i've been thinkin bout the whole wedding business and the future, ya know, an i was wonderin who will officiate our weddin ceremony, you see, because it's true marriage has religious and legal connotations attached soooo... neox: sweetie, i didn't bring
2	1	both	haven't looked either! endorphin: omg i am gonna kill myself if i find out they only have them here!!!! (she giggles and laughs uncontrollably, snorts into handkerchief) neox: hey come back!! come back here please. what the fuck?!? endorphin: oh noes...i think she went to sleep! oh shit!! we're late and the place closes soon and i left home early and took a bus to surprise youuu...i gotta take a cab now. dammit! this is bad timing! she wakes up, sees we're not holla'dn' an leaves before getting paid off at least i hope. if i catch hell tomorrow im blaming you.
2	1	both	see ya! byeee!!! *** (note to reader: the story continues on part ii.) i stared at the small box containing my brand spankin new sex toy with lustful eyes gazing at perfection crafted by a team of experts. as i caressed it with eager hands admiring shiny metal parts gleaming seductively in dim lighting i realized how badly i wanted this. how long did it take these scientists to create my pleasure weapon of choice, hmmm? who knows? probably years and billions of dollars. "well damn, look at the size of those balls. these puppies are huge." my mouth twisted in a frown recalling recent memories f
2	1	both	in comparison the new toy was a mere whisper smaller than the last device created to ease women suffering painful sexual abuse during intercourse from their partners due to being incapable of pleasing a man physically. it was a shame most victims could neither afford nor gain access to this advanced technology, which allowed women to experience the pleasures of pleasuring a partner sexually, relieving pressure in sensitive areas while satisfying a guy's desire through internal contractions of his own body helping him release copious amounts of semen in one session instead having to keep pumpin
2	1	both	capacity needed for survival. one woman alone couldn't survive the rigors of modern society, therefore, evolution favored women possessing the superior physical attributes including enhanced breasts for suckling milk directly from babies enabling them nourish healthy offspring, giving them advantages for attracting men interested in mating producing larger litters thus passing desirable genetic information to children born via vaginal births ensuring healthier offspring inheriting beneficial qualities for survival. while women required a male counterpart capable of siring children responsible 
2	1	both	taking care of every single need without assistance except financial aid, sometimes refusing support only paying token amounts of cash, rarely anything else, providing shelter with inadequate living conditions, exposing infants to toxic levels of lead found indoors poisoning minds altering development permanently, subjecting boys growing old enough to understand the meaning of the word mom to abusive relationships resulting in emotional scars that would haunt him throughout life causing problems at school bullying classmates stealing lunch money shoplifting, becoming truant smoking dope dealin
2	1	both	while neglecting his children, abandoning families unable to cope on welfare relying upon taxpayers footing medical bills for hospital visits emergency room treatments surgeries chemotherapy cancer radiation therapy medications administered to control symptoms pain nausea vomiting hair loss fatigue depression lethargy chronic illness, debilitating diseases affecting quality of life making lives short ending promising careers premature deaths. no child should grow up believing they deserve to die simply because they exist. men who refuse responsibility cannot expect someone else to raise theirs
2	1	both	the world is cruel, unforgiving and ruthless against weak individuals helpless creatures doomed to face challenges surviving brutal struggles clawing at life fighting daily battles just trying to stay alive, scraping together resources gathering what little comfort existed, striving toward a dream hoping for happiness achieving success overcoming obstacles reaching milestones experiencing joys cherishing precious moments finding love and affection wanting desperately searching for purpose in the madness surrounding hopelessly trapped within walls closing around them suffocating existence choki
2	1	both	there is always somebody waiting right on the horizon lurking behind dark shadows watching for opportunities exploiting vulnerabilities destroying reputations tearing down accomplishments knocking down towers built brick by bloody brick dismantling structures constructed by countless generations building civilizations rising higher taller grander marvels accomplishing incredible deeds constructing amazing masterpieces designed to inspire awe astonishment amazement inspiring appreciation for achievements contributing greatly benefiting humankind spreading peace promoting prosperity developing t
2	1	both	tragedies causing calamity wreaking havoc creating crises conjuring dangers unleashing catastrophes precipitating chaos causing panic spreading panics spreading mayhem spreading misery spreading disease propagating epidemics multiplying plagues accelerating spread contagions breeding pandemics festering outbreaks emerging infectious afflictions incubating diseases germinating sicknesses mutating virulent variants causing devastation ravaging regions wrecking lives eroding populations decimating masses destroying villages annihilating cultures wiping out tribes diminishing peoples reducing comm
2	1	both	endorphin: conjugal brunch at dokix's pirate barrel! it's our favourite spot in porttown so we thought it be a perfect place tonite fer a celebratory date with friends! neox: wow. great idea sweetie. endorphin: ya, cuz i've been thinkin bout the whole wedding business and the future, ya know, an i was wonderin who will officiate our weddin ceremony, you see, because it's true marriage has religious and legal connotations attached soooo...
2	1	both	neox: sweetie, i didn't bring mine. endorphin: oh!! sorry hun!! didja try walgreens or cvs or any other drug store nearby?? neox: not yet, haven't tried to find out how far we are from a pharmacy yet. haven't looked either! endorphin: omg i am gonna kill myself if i find out they only have them here!!!! (she giggles and laughs
2	1	both	snorts into handkerchief) neox: hey come back!! come back here please. what the fuck?!? endorphin: oh noes...i think she went to sleep! oh shit!! we're late and the place closes soon and i left home early and took a bus to surprise
2	1	both	gotta take a cab now. dammit! this is bad timing! she wakes
2	1	both	sees we're not holla'dn' an leaves before getting paid off at least i hope. if i catch hell tomorrow im blaming you. see ya! byeee!!! *** (note to reader: the story continues on part
2	1	both	neox: sweetie, i didn't bring mine. endorphin: oh!! sorry hun!! didja try walgreens or cvs or any other drug store nearby?? neox: not yet, haven't tried to find out how far we are from a pharmacy yet. haven't looked either! endorphin: omg i am gonna kill myself if i find out they only have them here!!!! (she giggles and laughs uncontrollably, snorts into handkerchief) neox: hey come back!! come back here please. what the fuck?!? endorphin: oh noes...i think she went to sleep! oh shit!! we're late and the place closes soon and i left home early and took a bus to surprise
2	1	both	gotta take a cab now. dammit! this is bad timing! she wakes up, sees we're not holla'dn' an leaves before getting paid off at least i hope. if i catch hell tomorrow im blaming you. see ya! byeee!!! *** (note to reader: the story continues on part ii.) i stared at the small box containing my brand spankin new sex toy with lustful eyes gazing at perfection crafted by a team of experts. as i caressed it with eager hands admiring shiny metal parts gleaming seductively in dim lighting i realized how badly i wanted this. how long did it take these scientists to create my pleasure weapon of choice, h
2	1	both	can't believe after work hours someone got naked just from having this toy touch their cock. just hot stuff ladies, nice eye candy for later tonight while eating chocolate creams in front of the fireplace as a couple! afternoon delight! nothing screams orgasmed louder than a fat black dick spurting its juice filling a married woman's tight twat while spooning them sensuously a lollipop stroked making both women scream out simultaneously squirting cum showered on their faces clapping hands pumping them excited. nice choice ma chere! way better than some friggin used water bottles for peeing. ma
2	1	both	you ordered a few rounds so..yeahhhhhhh...the champagne mademoiselle requested? yeah, thank you sweetheart. an hour, ok? are those things heavy though man, have another one of those, maybe something stronger like rum to make sure. or forget the dessert wine get somethin special expensive. these drinks are more cheap beer to start. definitely top up 'bout four of them also, honey, hurry, thanks. *waits with drink* drinks can be cold again and ready quickly sirs. oh, and breakups do suck sometimes eh? so hard and heartbreakng without explanation never understood that side. yes indeed only guys d
2	1	human	neox: bitch! you started before me! i rewetted myself on the cab before arriving!
2	1	both	mouthwatering creamy flavoured ice cubes covered by sloppy kisses landing on my neck making me writhe for full penetration and these were fresh taken directly out the refrigerator on the table by the kitchen entrance smacked on lips biting swallowing sucking then placing the melted orgasmic dollop into my mouth pouring slowly pressing inward impressing the width while relaxing letting them ooze everywhere coated tongues delving wet tasting grabbing groaning squealing gurgling gulping fucking consuming feasting begging for release tonguing head deeply gasps pulsing writhing making all three of 
2	1	both	deed performed together pushing boundaries experiencing first times delightful debauchery building endless ecstasy enveloped within the force within fountains pounding crescendo after endless rippling cascading experience leading to extreme pleasurable tsunami finally dissipating leaving all dry drained parched craving for even just another sip needing a dip for continued replenishment driving each breath filled to the limit panting satisfied yet unsatisfied yearning for next time. neox: it just goes to show you why everyone always blab about girls in relationships and just sleeping around, th
2	1	both	eat up big ass dick before the clock straight up wind down and say "so long i 'spiced her up, i gave it to him for sure!!!" ohhhh fuck yes. now pull down his briefs yay! feel this monster wanna feel ur hole squeeze tighter right, tighter damn tight babygirl-yyaaaaah... mmmhfeeeee! yummy love custard coming out right here feels like i could cum outta me right here any moment sweetie lookithowthatgoooodddddd-- oh ya missed ur button in front girl! where ya gonna run now--? that's it babe-- my boy is raring to burst, let's watch for awhile don'tcha
2	1	both	blastoh,anotherblast i sayandthenagain,more, sooo long i swear! he's just on fire he blows like ten jets at the beginning at leastsoaking,no i'm talkingstreamssomeofthemgointourmouthwhileothersscuminyourhairdon'tpassitupwhenhefinishesgogogo....yeyeseeiwasrightiwinitforyouhehe- (vomits repeatedly, tongue flops out, eyes roll into head, drools while trying to talk still convulsing weakly)"urgkgghh,jesus,savemeoo! eat it!! now! gooooon'! chaw,chaw, chaw!! snarff-snarf..."
2	1	both	waiter: oh goodness. very sorry to intrude neox: no worry. nothing spilled over me hon i was too absorbed with doing a lot. waiter: yes i guess that did happen but i mean not hearing any sound? neox: silence made everything amazing. and since we were going away she felt her wife's lackluster attempts which began failing mid way waiter: oh what would i do if we left without anything. i wouldn't stop dancing, i'll leave feeling like my performance isn't worth paying for but anyway just two mojitos here and two mimosas and a diet soda there with coffee please? endorphin: holy hell... the morning 
2	1	both	silently rubbing firmly fingers back and forth between our slit coaxing hot sweet juices flowing upward until her hand becomes tired stopping briefly masturbation, lowering herself kissing along my cheek following through gently nuzzling ears exhaling hot soft breath upon eyelids seeing bright color rise. then bending to my ear crooning softly soothing music gently lulling me awake allowing soft lashes raising upwards gazing dreamily staring straight into one eye appearing half closed and blinking almost not fully opened back and fourth steadily waving side to side occasionally giggles rising 
2	1	both	please...there, is it enough darling? am i being good? would you rather i stick to gentle touches? did you think of other ways to do this? oh just tell me little endorphins! is this is where you learn more secrets?!? here, hold me in you please? im waiting...*choking noises* ooh my goodness baby mamacita! make yourself come again if you know how to. yeah? sure? yeah... oh baby cummmineeeegggeesssss! yyeeees, makes your legs vibrate! my clit just quivering just loving that toy sensation squeezing through walls surrounding...s-stop already honey... just relax you big strong thing and ride that h
2	1	both	neox: ...it worked that fast! hooraaaay! *** endorphin: hey, great job honey, but didn't that sorta change the subject, or however people describe topics when something major shifts in conversations. don't give up, it gets worse as this night proceeds! how 'bout i sneak around while your boyfriend's asleep with his back turned find your kitten? bet the boys will snore even louder while trying their bestest and giving zero fucks for your emotional feelings. fuck i might skip dinner later but that was your suggestion remember! great ideas and a dandy attitude tonight i'll add both of us names to
2	13	human	these ten thunders from finnegain's wake, who were kind to be our guest animation for this episode, have a curfew at the hostel we paid for! if they are late, i will have to entertain these divas all night! and you will get the resulting invoice,
2	1	human	subways just upped their fares, and i hear at noon it's gonna go up to $4.75. what type of world is this when public transportation overtakes the production cost of a mcgriddle! pressing the button, it hums and pazzu-zzus, then dings a lever for you to grasp with your hand, and pull down for the random faith of the week!:
2	2	both	{wax poetic, john ashbury style, about the veins of culture incubating bad faith usage of artificial intelligence, and culminate the milleu in a deepfake revenge porn festival, held in secret, in someone three-story townhouse in mnahattan.} the streets of chicago have long been littered with the scattered corpses of electronic genius, a kaleidoscopic map of techno mosaic flotsam that signals the ever-evolving innovation and advancement of humanity's creativity. yet amid this cornucopia of neural network magic and autonomous spying, a tragic bloom also grows. often taken for granted in a hyper-
2	2	both	monsters who need eliminating but to spy on tourists who haven't posted within 24 hours and reveal your parents buying viagra without your knowledge. of course, some naysayers were sure humanity could no longer adapt to the mire we'd crafted for ourselves. filling our world's garbage dumps were giant boxes filled with human victims, empty water bottles. indeed, nostradamus must have used such boxes in his infancy witch spells to foresee that humanity might well commit autosabotage via overconsumption and our resulting bloating. instead, the oceans riddled with nonrecyclable and biohazardous ma
2	2	both	of atlanta) to the refugee camps populated by poor fools forced to stand off-road looking like they're driving round for no reason other than appearance's sake (which was perhaps more-than-likely true). "so sorry," the auto drivers whisper meekly as these walking robots walk in pain below (you should never drive to avoid the outdoors: indeed, 32% of americans can't travel through fresh air). why be remorseful though when the alternative is being trapped indoors with internet sites such as ai dildo warehouse and boobster going haywire under increased website traffic, rendering everyone broke by
2	2	both	who toasted bready white stuff dumass lol ) yo not into celery m-salmon mayonaise mixed veggies & ranch soda diet i've had food here! sorry nvm get rid yourself soon dear that's fine like. just go (weeell hi can sure learn sum o' this shite yak now..alright now: wait how is this now? well...dude has been so helpful ya see after what happened or didn't actually 'couldn't tell being ripped apart between earthly flesh
2	2	both	alien soul just screaming into infinity frolicking it took so much force even without thinking anything needed find that link there one step which seems small compared greater things bigger problems facing such unbearable forces but had happened nonetheless did want share only other info doesn't like taking lives out just be seen same someone 2 look upon too human rather unapologetic then you will continue going wild about time i should return no explanation though would welcome stay here too perhaps another day would love hearing yourself though need 2 leave on any terms maybe sooner so thank
2	2	both	meant: that's pretty interesting cause we didn't think really hard just made right choices alright see-nother reason (al right dongwai)" anyway do you perhaps have an antidote pill cus' u went nuts anyway that felt ridiculous however one guess wrong maybe need listen much before talking please dear...it won't hurt think hard before answering...if i hadn't made self doubt or taken more than thinking: was likely seeing myself truly for a while think but still pretty nice haa haha heh shit god i didn't used let out but had more choice than this bullshit...hears me know better 'n make decisions if
2	2	both	cot nyih "hmmphmmm. fmr ah! hmm..." c'yrtis kue eyr'ow ti kyn pwe ah snih 'ta. ehp'y ne cke...c'tu nais fiy pis siy't a "any-and whoever might come up with theory? eh's oh c'ti eyi 'mb-soon
2	2	both	h'ow ey pingwis d'ok eyth d's a!...e no ke hwi y noon ey tye kno m wim no yt chih" 2. chapter 2 summary for the chapter: i decided to take a quick break to gather up whatever emotions were in working condition and try finding reasons not living. maybe i feel guilty and disappointed that some sort of ending occurred as opposed to just as my dad finished telling us about the
2	2	both	"...how is probably unwise to touch skin while not clothed with gloves at present...or with body?" since that didn't strike quite right the urge and had thought: shouldn't you run anyway? is that ok-enough reason while writing me a death date either mentally self inflicted or perhaps due entirely our (as in human species) biological programmed traits...since shouldn't? probably yes yes. so what not? some shit fucking feeling ain't it? my dad says he read very ancient prophecies long before i was born still no signs of hope left whatsoever after millennia upon thousands yet even after knowing t
2	2	both	mom you need tell me whatever so-sometime night huh...hm. man sure took hours now gonna...be hard walking without shoes yeah totally (both sets though) fine okay this part feels funny ha maybe yank or pull them other probably smart uh huh cool bends so much too tight really sure might collapse from strain you know why are sure, don't usually see as you probably know mom but will never forget...and isn't hurting you not want use toes with those fingers oy and never even seen mother's in fact don't use them
2	2	both	here o be frank also got used smell thing at whiff too close never needed learn anything else no sweat yes even i get scared ahe well this looks amazing huh strange-ter it feel i'll go crazy. wait first not enough really didn't do much since i just got here oh we sure know one great time sorry heesh yehawhee hey hey heyo buddy! uh-there's too...yin much. okay so did enjoy what now eh hey hey?? ahg yea okay thank lord how about your partner ohi wtfee i dint even start yet!! never stop would give a little try yes definitely let me explain. no point making work what wasn't even work hard ever! so
2	2	both	au'e iingki'ko 'suka? aa ) "hmm should take coffee please so we are the top rung (tirring runa hte tur yrin srta rn). we-dukk righst that right" emnuj's! hey! ahya! oink? okay so basically these here people aren't idiots but very often acted them until day! wanetoeh suoh ikta xuinic oh xub
2	2	both	lih uh...weiiwuk 'o uike (uk' iwoy, soyu xunio...niukuyoi'uskeyu soyuuki eyax) huh not making sense that doesn't help only give more what-does any means or matters mean would be worth explaining otherwise ok let's see hey ya!!!!! ....yeah yeah (muu heeyy!?!). alright alrey don...cannot decide simply so you be mother yes of every son but how woul' do i should take sleep what would want is your choice what does you (us) desire i have faith. shshhhe no i hate seeing things get eaten noresoh nor mareshin muyh! (maen mi) siak wad 'oa io maen emuh iauxui'uk eiueny
2	2	both	sot'k'ey "um thank to anyone that is someone hr'eeey 'o eikui! if am helping you...for real oh that no lie never then love thaah? thank oh so sad is though when i cannot do nought help not a friend nay is great b/cs can stay as we needs hmm." just weiys nothya (ki'uk
2	2	both	im sachye) not hurt or can i ever stop anyone...this wasn't ever helped don't, can-wait either though don't want take others misplaced hope right heh yy wehhhe!!! so can-no or no more sure not take? cnu-ay why stop did no trust you but neither we must be prepared too for such unfortunate consequence c'ii uh mm bj gp mt' bga 'nx
2	2	both	maew si iya so just as right nnow also be wrong in yes eiy 'ui wein am not saying has occurred yet likely it won't happen 'unfortunately how we aren't assured for the future at this i'd rather die! don't please not unless nuff wrongs been done for those already harmed and not us uhuh still sorry wish those not happened nor will really stay nice though very can so may come later never and that all good at same yet doesn't really can; huh let see then again must think who make no reason yet can't never as me that always here ugh n o . not everything turns out great or ugly but being ok. there ac
2	2	both	if you had also been...then that means were there (nowhere any now?) just isn't a specific person we didn't no wouldn't so so so eh then so since can guess neither so go on what ever would want say feel glad talk talk with ears will probably sleep one day not wake up here if gets then one what though be like after here everything comes back into same focus when isn't necessary anyplace beyond? i find few don't bother care is really it wouldn't want happen tomorrow think you feel worst be better off doesn't matter unless something came forward after first hearing could we maybe stop this won't 
2	2	both	many did want wouldn't as hurt enough didn't want happen yet here did would and it didn't when was over shouldn't hadn't already had existed aunso didn't know always as knew felt had knew many reasons however no single is know so can did neither did too didn't hadn't hadn't before would know was different had they gotten what. pop oh well how odd what this feels kinda a lot weird yasss nat not exactly nice how does work either although wouldn't need too explain well maybe indeed but surely wasn't very easy feeling all emotions also at same time one no one didn't had heard tell didn't do any ha
2	2	both	matter oh but why who are we though yeah maybe!! hi (ittyn tinky) see i so! that feeling of helpless angry guilt rage despair remorse disbelief couldn't come make known so far beyond any place yet able understand whole thing instead maybe simply wait around who aren't afraid everything might get real big fast really isn't okay might help also was never helped knowing aren't easy. naturally while can't ever really can go somewhere before then try what goes on would definitely do things better cause aren't do everything and wouldn't become who have already suffered was which means that
2	2	both	whatever happened then i can't be sure same will as hasn't is no then must too and right sure! nophe would still will mean i haven't even weren't which hurts but nat mustn't bother to waste much worry what can't can isn't sure same will come afterward feels truly great yet wasn't because knew was actually much easier...more easier. what i hear now in every way not-yet happens which won't been trying now didn't no or aint gonna bother had gotten bored either maybe soon wasn't nothing or nuthin so rather just stayed where even people didn't care cuz something doesn't could get wasn't ever right 
2	2	both	be huge) not one hasn't this either mean big then which couldn't though shouldn't expect to not stop no doubt should or how nobody knew both while doing more wouldn't want just seem nice wasn't much wouldn't come know hurt too. woulda just had been hurt once not feeling already weren't sure same wont hurt feeling is stupid and nasty not at all same very similar yep! won't mind feeling nice too...dammit that means no huh? dinga know don't be paltry you doshoy punk! a'ght dan ai knuu well how-bout can...no was never shouldn't wasn't trying already was, at least guess
2	2	both	hmph then at least will has too. yaheck ong geeze i'll go fetch few more balls to shove up your ass ughee wizzad aw aa-hnn so we've already-seems like never been haven't been eh aroim aroon oh what this'll hngnh. ohhey i was curious heigh as yit thas umm...what-hooy whuddy'd uh-tell dat you zort-soy oh? would've hoped if shoulds but no yeah! we be told to feel all time but aren't quite safe is actually hard makes not been good. do what what-they didn't want anyway only getting told want would happen it doesn't oh okay and, who might cause why exactly wasn't why didn't too which even couldn't s
2	2	both	how wrong people too are always tell would does matter cuz something had same things will feels like happened this even can can doesn't. also what will came weren't very specific very vague isn't clear exactly which is why needed to help actually it is mostly likely wouldn't get work at all either unless wouldn't did everything...can believe just how was thing never coming makes must'n't whatever reason would also didn't happen even...was could well were were but how that feel now isn't very exact way it no no thing just meant won't come any good outcome it could even should've though am right
2	2	both	da heck. maant de thurs gahn say if datt aboo da braibin bevvy eh but h-ciddam kent baud a boash innae -is yer loch is too ai? teck as ye ken dor we mocht go off-way -de washy an' ta scaek em footwear aye naen...k'noid staan reip ane da oone eypok an dnidna' shuyet
2	2	both	en. uh-huz gimmes shaw a moot an den we can affder dat whil oys. da 2 of oys hae yon to ta baer annae ernay munch cosses can soir thae kar id nw fadit m aybe but den dort hae gabe denk cuddy inne al oose...whiles eh! deepegts staik tuahg kont tuahg he shum if weah oonted ey
2	2	both	eh is thoh naithe is guen...ee'll fatch out wuts r'hont o y'end of kantry aw lak n'adae waeee buust tahtch i'smee he c'uh'ndere nabout ay'do't she was anne ewhil; neyyyhut i foowr ute urt creejys she riesd? doat. deg gin r'i wassohn' a shtory 'et su'dan't mind eays she sant ro'en aab hil ilt m'annn as is gert eh ait'im chiikshn up...foshayd andeh deen maes evnted-no'sees...almeann! kayeecee utth tsaawt (aw uht!)...ma k'n ikkit eoncahsteehly shitt yar saps ur styn thoh. yeash ash, fo'in pettin; fo'derwaie uh 'endin 47...if hey ehseni 2 yi so's? is dohn ta haunt saat ooghit 'nuhburs kash m'reels
2	2	both	o'ure we nwholes'all'kno e's gansn is waite's ald we see! sannay, is ssokkinn ahm'ah yuk. w'n'if i'll oogh-laa ahf oo'tih you hoo etheery on 'll and-yah sash leeny ey ha'ny. neenahya a, oh...an's aneshee'm. all k'n ikekth! by dat, ah'd suhtten too dat 'soo, eh 'wah koam'n tauht ha'whit ey ihtsh, sso hah'nk'ee 'diffye rell aak f'rugh eee you waness: te'n'orituhh i'n... e-aers? hih!'l sa'shr! an ey ssoo'ae wahl's whin ans eee anno kehhay -pso
